row_id,Harvest_method,Fruit_total_norm,speed_tot_norm,stem_tot_norm,stem_ht_norm,branch_cnt_norm,fruit_loss_norm,Total_fruit_norm
321,0,1,0.009220804,0.226666667,0.468164919,0.339286894,0.253829322,1.000000015
322,1,0.445676275,0.254597395,0.266666667,0.682896504,0.250001339,0.164251208,0.681354044
323,1,0.436807095,0.512784422,0.146666667,0.632958926,0.464286671,0.261083744,0.681354044
324,1,0.305986696,0.77097145,0.186666667,0.523096255,0.410715338,0.027777778,0.681354044
325,1,0.385809313,0.194214945,0.226666667,0.450686767,0.44642956,0.3,0.317114281
326,1,0.299334812,0.392019522,0.253333333,0.495630587,0.178572895,0.262411348,0.317114281
327,1,0.208425721,0.5898241,0.2,0.57927603,0.214287117,0.1,0.317114281
328,1,0.498891353,0.174920323,0.413333333,0.363296005,0.428572449,0.173160173,0.328959476
329,1,0.454545455,0.353430278,0.36,0.389513233,0.250001339,0.279620853,0.328959476
330,1,0.4345898,0.531940234,0.266666667,0.4644196,0.125001563,0.277227723,0.328959476
331,1,0.412416851,0.211566224,0.426666667,0.404494507,0.339286894,0.34375,0.403400403
332,1,0.290465632,0.42672208,0.386666667,0.41947578,0.160715784,0.781021898,0.403400403
333,1,0.215077605,0.641877936,0.293333333,0.298377154,0.214287117,0.252427185,0.403400403
334,1,0.474501109,0.236552065,0.48,0.448189888,0.428572449,0.536363636,0.250127658
335,1,0.425720621,0.476693762,0.293333333,0.563046317,0.035716008,0.090909091,0.250127658
336,1,0.536585366,0.71683546,0.36,0.568040075,0.26785845,0.016129032,0.250127658
337,1,0.536585366,0.300404771,0.413333333,0.454432085,0.321429783,0.137096774,0.242622297
338,1,0.529933481,0.604399174,0.333333333,0.494382147,0.44642956,0.32244898,0.242622297
339,1,0.427937916,0.908393577,0.32,0.450686767,0.428572449,0.271356784,0.242622297
340,1,0.430155211,0.243492576,0.266666667,0.731585643,0.339286894,0.185,0.380935377
341,1,0.12195122,0.490574785,0.24,0.483146192,0.250001339,1,0.380935377
342,1,0.281596452,0.737656994,0.32,0.466916479,0.142858673,0.142857143,0.380935377
343,1,0.277161863,0.199350923,0.346666667,0.483146192,0.250001339,0,0.117124492
344,1,0.135254989,0.402291479,0.4,0.493133708,0.464286671,0.447761194,0.117124492
345,1,0.077605322,0.605232035,0.44,0.429463296,0.571429337,0.292682927,0.117124492
346,1,0.066518847,0.25182119,0.373333333,0.418227341,0.125001563,1,0.079495573
347,1,0.006651885,0.507232013,0.413333333,0.546816604,0.035716008,1,0.079495573
348,1,0.042128603,0.762642836,0.466666667,0.561797878,0.250001339,0.84,0.079495573
349,0,0.239467849,0.000481902,0.493333333,0.617977653,0.357144005,0.684210526,0.649749837
350,0,0.268292683,0.004553436,0.413333333,0.797752934,0.142858673,0.007874016,0.649749837
351,0,0.388026608,0.00862497,0.373333333,0.348314731,0.303572672,0.066298343,0.649749837
353,0,0.733924612,0.008484572,0.266666667,0.354556929,0.392858227,0,0.882773425
354,0,0.507760532,0.014521674,0.226666667,0.289638078,0.178572895,0,0.882773425
355,1,0.536585366,0.175753184,0.506666667,0.549313483,0.26785845,0.471774194,0.357551327
356,1,0.250554324,0.355096001,0.16,0.277153683,0.160715784,0.470588235,0.357551327
357,1,0.862527716,0.534438818,0.32,0.112359675,0.232144228,0.470886076,0.357551327
358,1,0.312638581,0.290688055,0.373333333,0.481897753,0.160715784,0.959183674,0.346216701
359,1,0.463414634,0.584965742,0.413333333,0.367041323,0.464286671,0.646511628,0.346216701
360,1,0.376940133,0.879243429,0.48,0.196005119,0.142858673,0.142045455,0.346216701
361,1,0.243902439,0.237940167,0.333333333,0.615480774,0.357144005,0.396551724,0.310272659
362,1,0.292682927,0.479469967,0.306666667,0.48689151,0.178572895,0.753623188,0.310272659
363,1,0.507760532,0.720999767,0.386666667,0.429463296,0.500000893,0.059574468,0.310272659
364,0,0.243902439,0.000443873,0.586666667,0.671660549,0.321429783,0.318965517,0.438884933
365,0,0.383592018,0.004477379,0.253333333,0.765293508,0.464286671,0.30726257,0.438884933
366,0,0.314855876,0.008510885,0.586666667,0.48938839,0.357144005,0.351351351,0.438884933
367,1,0,0.190744689,0.346666667,0.882646816,0.232144228,0,0.182987864
368,1,0.286031042,0.385079011,0.466666667,0.705368415,0.44642956,0.274074074,0.182987864
369,1,0.031042129,0.579413332,0.32,0.418227341,0.178572895,1,0.182987864
370,1,0.075388027,0.224059144,0.24,0.634207366,0.196430006,0.5,0.263810901
371,1,0.414634146,0.451707921,0.253333333,0.493133708,0.464286671,0.098445596,0.263810901
372,1,0.088691796,0.679356698,0.36,0.288389638,0.285715561,1,0.263810901
373,0,0.133037694,0.001849335,0.333333333,0.35330849,0.160715784,1,0.284284708
374,0,0.290465632,0.007288303,0.48,0.270911486,0.26785845,0.627737226,0.174971934
375,0,0.130820399,0.012727271,0.32,0.368289763,0.357144005,0.815384615,0.174971934
376,1,0.177383592,0.169923155,0.373333333,0.505618102,0.089287341,0.162790698,0.174971934
377,1,0.119733925,0.343435942,0.573333333,0.415730462,0.26785845,0.533333333,0.134075375
378,1,0.516629712,0.516948729,0.4,0.563046317,0.142858673,0.188284519,0.134075375
379,1,0.201773836,0.219894837,0.24,0.573033833,0.285715561,0.87628866,0.134075375
380,1,0.10421286,0.443379307,0.36,0.62546829,0.196430006,0.377358491,0.140457485
381,1,0.115299335,0.666863777,0.493333333,0.461922722,0.232144228,1,0.140457485
382,1,0.23059867,0.247656883,0.333333333,0.372035081,1.79E-06,0.236363636,0.140457485
383,1,0.467849224,0.498903399,0.373333333,0.363296005,0.589286448,0.580645161,0.356734417
384,1,0.543237251,0.750149915,0.466666667,0.365792884,0.321429783,0.490039841,0.356734417
385,1,0.144124169,0.278195134,0.586666667,0.790262297,0.464286671,0.169014085,0.356734417
386,1,0.190687361,0.5599799,0.306666667,0.476903995,0.178572895,0.576086957,0.150770974
387,1,0.22172949,0.841764667,0.4,0.343320974,0.26785845,0.811320755,0.150770974
388,0,0.119733925,0.002353313,0.253333333,0.602996379,0.321429783,0.15,0.150770974
389,0,0.166297118,0.008296259,0.48,0.664169913,0.285715561,0.172839506,0.361891162
390,0,0.261640798,0.014239204,0.48,0.429463296,0.196430006,0,0.361891162
391,1,0.2172949,0.218506735,0.386666667,0.433208614,0.321429783,0.317307692,0.361891162
392,1,0.044345898,0.440603103,0.373333333,0.787765418,0.035716008,0.346153846,0.156540401
393,1,0.093126386,0.66269947,0.48,0.565543196,0.339286894,0.083333333,0.156540401
394,0,0.093126386,0,0.373333333,0.535580649,0.07143023,0,0.156540401
395,0,0.088691796,0.003607935,0.48,0.667915231,0.160715784,0.52173913,0.245532539
396,0,0.159645233,0.007206719,0.506666667,0.501872784,0.142858673,0.17948718,0.245532539
397,1,0.405764967,0.207401917,0.653333333,0.401997628,0.339286894,0.211640212,0.245532539
398,1,0.470066519,0.418393466,0.146666667,0.300874033,0.178572895,0.47706422,0.252016762
399,1,0.793791574,0.629385015,0.56,0.230961423,0.26785845,0.195054945,0.252016762
400,1,0.319290466,0.250433088,0.626666667,0.3757804,0.464286671,0.44,0.252016762
401,1,0.22616408,0.504455808,0.533333333,0.408239825,0.214287117,0.574074074,0.16603698
402,1,0.396895787,0.758478529,0.533333333,0.181023845,0.214287117,0.648648649,0.16603698
403,1,0.261640798,0.182416075,0.4,0.408239825,0.392858227,0.201612903,0.16603698
404,1,0.321507761,0.368421783,0.413333333,0.431960175,0.125001563,0.556291391,0.220106214
405,1,0.414634146,0.554427491,0.64,0.403246067,0.571429337,0.077720207,0.220106214
406,1,0.294900222,0.228223451,0.573333333,0.348314731,0.142858673,0.18705036,0.220106214
407,1,0.463414634,0.460036535,0.546666667,0.528090012,0.160715784,0.186046512,0.305320142
408,1,0.405764967,0.691849619,0.733333333,0.318352185,0.517858004,0.396825397,0.305320142
409,1,0.261640798,0.183804178,0.186666667,0.320849064,0.482143782,0.766129032,0.305320142
410,1,0.337028825,0.371197988,0.306666667,0.223470787,0.321429783,0.462025317,0.23128767
412,1,0.266075388,0.278195134,0.493333333,0.543071286,0.107144452,0.468253968,0.23128767
413,1,0.239467849,0.5599799,0.573333333,0.273408364,0.321429783,0.692982456,0.23128767
414,1,0.481152993,0.841764667,0.72,0.303370911,0.82142889,0.143497758,0.820024523
415,1,0.294900222,0.225447247,0.746666667,0.453183645,0.232144228,0.345323741,0.820024523
416,1,0.370288248,0.454484126,0.746666667,0.107365918,0.285715561,0.705202312,0.820024523
417,1,0.543237251,0.683521005,0.546666667,0.235955181,0.26785845,0.227091634,0.32022875
418,0,0.099778271,9.15E-06,0.413333333,0.373283521,0.232144228,0.019607843,0.32022875
419,0,0.170731707,0.003607935,0.293333333,0.530586891,0.26785845,0.036144578,0.32022875
420,0,0.399113082,0.007206719,0.533333333,0.23845206,0.285715561,0.14516129,0.46395386
421,1,0.390243902,0.257373599,0.613333333,0.41947578,0.517858004,0.428571429,0.46395386
422,1,0.172949002,0.518336831,0.493333333,0.619226093,0.142858673,0.714285714,0.46395386
423,1,0.128603104,0.779300063,0.226666667,0.637952684,0.107144452,0.875,0.141580736
424,0,0.294900222,0,0.6,0.473158677,0.26785845,0.107913669,0.141580736
425,0,0.44345898,0.003619951,0.48,0.382022597,0.285715561,0.315533981,0.141580736
426,0,0.11308204,0.007224743,0.253333333,0.378277278,0.321429783,1,0.324006959
427,1,0.303769401,0.232387758,0.573333333,0.411985143,0.303572672,0.573426573,0.324006959
428,1,0.416851441,0.468365149,0.453333333,0.609238577,0.142858673,0.304123711,0.324006959
429,1,0.323725055,0.704342539,0.493333333,0.428214857,0.107144452,0.77631579,0.820024523
430,1,0.78713969,0.212954326,0.4,0.347066292,0.285715561,0.24099723,0.820024523
431,1,0.037694013,0.429498284,0.133333333,0.133583146,0.178572895,1,0.32022875
432,1,0.235033259,0.646042243,0.333333333,0.395755431,0.142858673,0.633928571,0.32022875
